,insert_date,origin,destination,start_date,end_date,train_type,price,train_class,fare
2092,2019-04-16 17:26:13,MADRID,PONFERRADA,2019-04-27 14:40:00,2019-04-27 18:52:00,LD,57.0,Turista con enlace,Flexible
2093,2019-04-22 20:29:45,PONFERRADA,MADRID,2019-05-05 17:15:00,2019-05-05 22:14:00,MD-AVE,40.6,Turista con enlace,Promo +
2094,2019-04-22 03:30:52,MADRID,VALENCIA,2019-05-08 11:10:00,2019-05-08 13:25:00,INTERCITY,29.9,Turista,Promo
2095,2019-04-18 14:18:14,SEVILLA,MADRID,2019-05-12 15:45:00,2019-05-12 18:15:00,AVE,76.3,Turista,Flexible
2096,2019-04-28 17:25:18,MADRID,VALENCIA,2019-05-01 06:20:00,2019-05-01 12:55:00,REGIONAL,28.35,Turista,Adulto ida
2097,2019-04-12 08:14:17,MADRID,BARCELONA,2019-05-31 17:00:00,2019-05-31 19:30:00,AVE,127.1,Turista,Flexible
2098,2019-04-16 19:04:30,MADRID,BARCELONA,2019-05-12 15:30:00,2019-05-12 18:40:00,AVE,90.5,Turista Plus,Promo
2099,2019-04-16 12:17:58,BARCELONA,MADRID,2019-05-25 11:00:00,2019-05-25 13:45:00,AVE,86.8,Preferente,Promo
2100,2019-04-20 07:45:37,MADRID,BARCELONA,2019-05-17 12:30:00,2019-05-17 15:30:00,AVE,85.1,Turista,Promo
2101,2019-04-27 05:23:31,MADRID,SEVILLA,2019-05-20 06:20:00,2019-05-20 09:16:00,AV City,43.55,Turista,Promo
2102,2019-04-28 19:44:17,MADRID,VALENCIA,2019-05-13 16:45:00,2019-05-13 18:50:00,ALVIA,35.5,Turista,Promo
2103,2019-04-21 03:00:28,VALENCIA,MADRID,2019-05-14 09:00:00,2019-05-14 11:33:00,ALVIA,35.5,Turista,Promo
2104,2019-04-16 08:28:38,MADRID,BARCELONA,2019-05-24 19:00:00,2019-05-24 21:30:00,AVE,88.95,Turista,Promo
2105,2019-04-20 07:03:16,MADRID,SEVILLA,2019-04-30 08:00:00,2019-04-30 10:32:00,AVE,76.3,Turista,Flexible
2106,2019-04-23 22:40:28,MADRID,SEVILLA,2019-05-03 11:00:00,2019-05-03 13:32:00,AVE,76.3,Turista,Flexible
2107,2019-04-21 03:39:28,BARCELONA,MADRID,2019-04-22 19:00:00,2019-04-22 22:00:00,AVE,181.5,Preferente,Flexible
2108,2019-04-22 06:08:57,BARCELONA,MADRID,2019-05-17 08:00:00,2019-05-17 11:10:00,AVE,85.1,Turista,Promo
2109,2019-04-21 15:11:45,SEVILLA,MADRID,2019-05-09 17:45:00,2019-05-09 20:17:00,AVE,69.4,Preferente,Promo
2110,2019-05-06 01:41:16,MADRID,VALENCIA,2019-05-22 12:40:00,2019-05-22 14:20:00,AVE,21.95,Turista,Promo
2111,2019-04-16 10:18:19,MADRID,VALENCIA,2019-05-23 16:55:00,2019-05-23 21:58:00,AVE-LD,56.1,Turista con enlace,Flexible
2112,2019-04-22 04:26:30,SEVILLA,MADRID,2019-05-29 08:45:00,2019-05-29 11:15:00,AVE,60.3,Turista,Promo
2113,2019-04-26 13:32:46,SEVILLA,MADRID,2019-06-01 18:45:00,2019-06-01 21:17:00,AVE,61.45,Preferente,Promo
2114,2019-05-09 01:16:41,BARCELONA,MADRID,2019-05-13 10:00:00,2019-05-13 13:10:00,AVE,143.4,Preferente,Promo
2115,2019-04-16 06:03:51,MADRID,SEVILLA,2019-05-28 18:00:00,2019-05-28 20:32:00,AVE,76.3,Turista,Flexible
2116,2019-04-19 22:16:21,VALENCIA,MADRID,2019-05-22 07:40:00,2019-05-22 09:20:00,AVE,57.75,Turista,Promo
2117,2019-04-15 11:35:41,VALENCIA,MADRID,2019-05-08 15:10:00,2019-05-08 17:03:00,AVE,39.45,Turista,Promo
2118,2019-04-16 13:37:05,PONFERRADA,MADRID,2019-05-16 13:44:00,2019-05-16 19:21:00,LD,47.0,Turista con enlace,Flexible
2119,2019-04-26 19:42:07,PONFERRADA,MADRID,2019-05-03 11:44:00,2019-05-03 16:00:00,MD-LD,54.1,Turista con enlace,Flexible
2120,2019-04-16 10:36:15,VALENCIA,MADRID,2019-05-31 17:10:00,2019-05-31 18:50:00,AVE,57.75,Turista,Promo
2121,2019-05-04 15:15:49,BARCELONA,MADRID,2019-05-24 09:00:00,2019-05-24 11:45:00,AVE,102.15,Turista Plus,Promo
2122,2019-04-20 11:09:22,MADRID,BARCELONA,2019-04-29 20:00:00,2019-04-29 22:30:00,AVE,88.95,Turista,Promo
2123,2019-04-15 22:33:51,MADRID,BARCELONA,2019-05-13 16:00:00,2019-05-13 18:30:00,AVE,88.95,Turista,Promo
2124,2019-04-21 13:17:51,BARCELONA,MADRID,2019-05-20 09:03:00,2019-05-20 18:07:00,R. EXPRES,43.25,Turista,Adulto ida
2125,2019-04-21 07:53:23,VALENCIA,MADRID,2019-05-18 21:05:00,2019-05-18 23:32:00,INTERCITY,29.9,Turista,Promo
2126,2019-04-16 04:21:24,VALENCIA,MADRID,2019-04-27 19:15:00,2019-04-27 21:01:00,AVE,27.8,Turista,Promo
2127,2019-04-17 21:31:23,MADRID,SEVILLA,2019-05-28 12:00:00,2019-05-28 14:32:00,AVE,47.3,Turista,Promo
2128,2019-04-24 05:27:06,PONFERRADA,MADRID,2019-05-09 02:36:00,2019-05-09 09:31:00,TRENHOTEL,45.8,Turista,Flexible
2129,2019-04-19 01:31:24,MADRID,VALENCIA,2019-05-31 10:40:00,2019-05-31 12:20:00,AVE,39.45,Turista,Promo
2130,2019-04-23 13:33:37,BARCELONA,MADRID,2019-05-09 15:25:00,2019-05-09 17:55:00,AVE,68.65,Turista,Promo
2131,2019-04-24 09:14:56,MADRID,VALENCIA,2019-05-09 06:45:00,2019-05-09 08:38:00,AVE,33.65,Turista,Promo
2132,2019-04-26 11:27:17,MADRID,VALENCIA,2019-05-20 17:40:00,2019-05-20 19:20:00,AVE,27.8,Turista,Promo
2133,2019-04-19 06:41:34,MADRID,VALENCIA,2019-05-24 15:30:00,2019-05-24 22:31:00,AVE-MD,,Turista,Promo
2134,2019-04-16 05:34:37,BARCELONA,MADRID,2019-04-19 14:00:00,2019-04-19 17:10:00,AVE,107.7,Turista,Flexible
2135,2019-04-30 15:19:33,BARCELONA,MADRID,2019-05-19 18:00:00,2019-05-19 21:10:00,AVE,98.0,Preferente,Promo
2136,2019-04-16 03:14:00,BARCELONA,MADRID,2019-05-20 06:40:00,2019-05-20 09:25:00,AVE,66.75,Turista,Promo
2137,2019-04-21 09:33:50,SEVILLA,MADRID,2019-05-19 20:36:00,2019-05-19 23:14:00,ALVIA,,Turista,Flexible
2138,2019-05-07 01:14:58,MADRID,BARCELONA,2019-05-28 10:30:00,2019-05-28 13:15:00,AVE,85.1,Turista,Promo
2139,2019-04-15 01:30:25,PONFERRADA,MADRID,2019-05-08 17:55:00,2019-05-08 22:55:00,MD-LD,27.05,Turista con enlace,Promo
2140,2019-04-13 21:13:02,SEVILLA,MADRID,2019-04-14 08:45:00,2019-04-14 11:15:00,AVE,76.3,Turista,Flexible
2141,2019-04-17 12:41:11,MADRID,BARCELONA,2019-04-25 19:00:00,2019-04-25 21:30:00,AVE,68.65,Turista,Promo
2142,2019-05-03 07:25:46,VALENCIA,MADRID,2019-05-16 07:40:00,2019-05-16 09:20:00,AVE,45.3,Turista,Promo
2143,2019-05-01 23:24:26,SEVILLA,MADRID,2019-05-15 07:00:00,2019-05-15 10:02:00,AV City,49.15,Turista,Promo
2144,2019-04-21 17:38:21,BARCELONA,MADRID,2019-05-15 16:00:00,2019-05-15 19:10:00,AVE,90.5,Turista Plus,Promo
2145,2019-04-22 09:21:48,MADRID,VALENCIA,2019-05-09 16:45:00,2019-05-09 18:50:00,ALVIA,71.0,Turista,Flexible
2146,2019-04-26 19:25:14,SEVILLA,MADRID,2019-05-10 06:10:00,2019-05-10 08:58:00,AV City,58.95,Turista Plus,Promo
2147,2019-04-18 03:47:53,MADRID,VALENCIA,2019-05-07 11:55:00,2019-05-07 13:35:00,AVE,27.8,Turista,Promo
2148,2019-04-17 04:19:14,BARCELONA,MADRID,2019-05-02 13:25:00,2019-05-02 16:10:00,AVE,66.75,Turista,Promo
2149,2019-04-25 13:28:32,SEVILLA,MADRID,2019-06-01 13:40:00,2019-06-01 16:10:00,AVE,47.3,Turista,Promo
2150,2019-05-01 23:06:16,BARCELONA,MADRID,2019-05-22 06:40:00,2019-05-22 09:25:00,AVE,66.75,Turista,Promo
2151,2019-04-22 07:30:33,SEVILLA,MADRID,2019-04-24 19:19:00,2019-04-24 21:59:00,INTERCITY,62.2,Turista,Flexible
2152,2019-04-23 00:46:07,BARCELONA,MADRID,2019-05-01 19:00:00,2019-05-01 22:00:00,AVE,90.5,Turista Plus,Promo
2153,2019-04-17 23:13:12,BARCELONA,MADRID,2019-05-15 18:25:00,2019-05-15 20:55:00,AVE,100.4,Turista,Promo
2154,2019-04-29 03:04:05,BARCELONA,MADRID,2019-05-18 10:00:00,2019-05-18 13:10:00,AVE,66.75,Turista,Promo
2155,2019-04-21 12:37:29,PONFERRADA,MADRID,2019-05-22 13:44:00,2019-05-22 19:21:00,LD,32.9,Turista con enlace,Promo
2156,2019-04-27 05:23:00,MADRID,SEVILLA,2019-05-26 13:10:00,2019-05-26 20:51:00,MD-LD,34.35,Turista con enlace,Promo +
2157,2019-04-23 13:19:27,MADRID,BARCELONA,2019-05-09 18:00:00,2019-05-09 20:30:00,AVE,127.1,Turista,Flexible
2158,2019-04-16 05:21:38,BARCELONA,MADRID,2019-05-01 14:00:00,2019-05-01 17:10:00,AVE,49.55,Turista,Promo
2159,2019-05-03 17:35:44,SEVILLA,MADRID,2019-05-09 21:00:00,2019-05-09 23:52:00,AV City,49.15,Turista,Promo
2160,2019-04-21 01:13:27,MADRID,BARCELONA,2019-04-29 07:20:00,2019-04-29 09:50:00,AVE,127.1,Turista,Flexible
2161,2019-04-14 03:38:19,MADRID,VALENCIA,2019-04-18 11:10:00,2019-04-18 13:25:00,INTERCITY,55.4,Turista,Flexible
2162,2019-04-27 19:33:54,MADRID,VALENCIA,2019-05-09 20:40:00,2019-05-09 22:24:00,AVE,57.75,Turista,Promo
2163,2019-04-23 03:30:32,MADRID,SEVILLA,2019-06-02 20:00:00,2019-06-02 22:21:00,AVE,64.05,Turista Plus,Promo
2164,2019-05-03 03:20:14,VALENCIA,MADRID,2019-05-12 16:15:00,2019-05-12 17:55:00,AVE,45.3,Turista,Promo
2165,2019-04-20 07:28:30,VALENCIA,MADRID,2019-05-07 06:20:00,2019-05-07 10:36:00,INTERCITY,21.45,Turista,Promo
2166,2019-04-27 05:15:08,MADRID,VALENCIA,2019-06-11 12:21:00,2019-06-11 19:04:00,REGIONAL,28.35,Turista,Adulto ida
2167,2019-04-19 03:28:20,MADRID,VALENCIA,2019-05-03 17:40:00,2019-05-03 19:20:00,AVE,57.75,Turista,Promo
2168,2019-04-19 22:33:21,MADRID,BARCELONA,2019-05-18 13:25:00,2019-05-18 16:24:00,AVE-TGV,75.4,Turista,Promo
2169,2019-05-07 11:43:32,MADRID,BARCELONA,2019-05-12 10:30:00,2019-05-12 13:15:00,AVE,181.5,Preferente,Flexible
2170,2019-04-17 19:44:44,MADRID,BARCELONA,2019-05-09 08:30:00,2019-05-09 11:15:00,AVE,85.1,Turista,Promo
2171,2019-05-07 15:31:02,SEVILLA,MADRID,2019-05-17 19:45:00,2019-05-17 22:17:00,AVE,53.4,Turista,Promo
2172,2019-04-20 03:30:11,MADRID,BARCELONA,2019-04-28 14:30:00,2019-04-28 17:21:00,AVE,107.7,Turista,Flexible
2173,2019-04-23 18:40:02,VALENCIA,MADRID,2019-05-07 07:10:00,2019-05-07 08:51:00,AVE,73.1,Turista,Flexible
2174,2019-04-21 14:03:06,MADRID,SEVILLA,2019-05-30 10:00:00,2019-05-30 12:32:00,AVE,76.3,Turista,Flexible
2175,2019-04-19 08:46:00,MADRID,BARCELONA,2019-05-07 10:30:00,2019-05-07 13:15:00,AVE,85.1,Turista,Promo
2176,2019-04-16 14:19:44,BARCELONA,MADRID,2019-05-05 07:05:00,2019-05-05 09:50:00,AVE,66.75,Turista,Promo
2177,2019-04-13 05:10:47,MADRID,SEVILLA,2019-05-23 13:00:00,2019-05-23 15:40:00,AVE,,Turista,Promo
2178,2019-05-03 09:40:40,PONFERRADA,MADRID,2019-05-19 11:28:00,2019-05-19 16:00:00,LD,57.0,Turista con enlace,Flexible
2179,2019-04-26 17:45:59,MADRID,BARCELONA,2019-05-14 10:30:00,2019-05-14 13:15:00,AVE,85.1,Turista,Promo
2180,2019-04-17 21:44:52,MADRID,BARCELONA,2019-05-15 07:15:00,2019-05-15 16:37:00,R. EXPRES,43.25,Turista,Adulto ida
2181,2019-04-26 11:03:33,BARCELONA,MADRID,2019-05-20 08:25:00,2019-05-20 10:55:00,AVE,100.4,Turista,Promo
2182,2019-05-03 15:47:37,MADRID,VALENCIA,2019-05-11 11:55:00,2019-05-11 13:35:00,AVE,57.75,Turista,Promo
2183,2019-05-05 17:46:18,MADRID,BARCELONA,2019-05-16 12:30:00,2019-05-16 15:30:00,AVE,66.75,Turista,Promo
2184,2019-04-16 10:20:41,MADRID,VALENCIA,2019-05-02 11:10:00,2019-05-02 13:25:00,INTERCITY,43.75,Turista,Promo
2185,2019-04-18 22:18:53,BARCELONA,MADRID,2019-05-12 16:25:00,2019-05-12 18:55:00,AVE,78.8,Turista,Promo
2186,2019-04-18 22:33:02,SEVILLA,MADRID,2019-05-07 18:45:00,2019-05-07 21:17:00,AVE,76.3,Turista,Flexible
2187,2019-04-14 15:07:13,BARCELONA,MADRID,2019-05-14 09:00:00,2019-05-14 11:45:00,AVE,85.1,Turista,Promo
2188,2019-05-07 15:47:23,BARCELONA,MADRID,2019-07-04 09:00:00,2019-07-04 11:45:00,AVE,85.1,Turista,Promo
2189,2019-05-07 07:37:54,PONFERRADA,MADRID,2019-05-10 11:44:00,2019-05-10 16:00:00,MD-LD,54.1,Turista con enlace,Flexible
2190,2019-04-23 18:06:32,MADRID,VALENCIA,2019-05-13 18:40:00,2019-05-13 20:20:00,AVE,27.8,Turista,Promo
2191,2019-04-21 18:09:17,BARCELONA,MADRID,2019-05-14 15:00:00,2019-05-14 17:45:00,AVE,75.4,Turista,Promo
2192,2019-04-20 16:25:38,MADRID,SEVILLA,2019-05-07 12:00:00,2019-05-07 14:32:00,AVE,53.4,Turista,Promo
2193,2019-04-12 03:12:33,MADRID,BARCELONA,2019-04-22 18:00:00,2019-04-22 20:30:00,AVE,214.2,Preferente,Flexible
2194,2019-04-19 14:45:56,MADRID,PONFERRADA,2019-05-06 14:40:00,2019-05-06 18:52:00,AVE-LD,37.45,Turista con enlace,Promo
2195,2019-05-08 21:49:29,BARCELONA,MADRID,2019-07-01 07:05:00,2019-07-01 09:50:00,AVE,85.1,Turista,Promo
2196,2019-05-07 13:46:30,MADRID,BARCELONA,2019-05-19 16:00:00,2019-05-19 18:30:00,AVE,115.65,Preferente,Promo
2197,2019-04-16 05:11:03,SEVILLA,MADRID,2019-05-20 08:45:00,2019-05-20 11:15:00,AVE,76.3,Turista,Flexible
2198,2019-04-17 18:04:44,BARCELONA,MADRID,2019-05-13 08:25:00,2019-05-13 10:55:00,AVE,100.4,Turista,Promo
2199,2019-05-08 06:06:38,MADRID,SEVILLA,2019-05-22 12:00:00,2019-05-22 14:32:00,AVE,47.3,Turista,Promo
2200,2019-04-30 07:15:16,BARCELONA,MADRID,2019-05-20 08:00:00,2019-05-20 11:10:00,AVE,85.1,Turista,Promo
2201,2019-05-01 07:46:19,MADRID,BARCELONA,2019-05-13 06:30:00,2019-05-13 09:20:00,AVE,75.4,Turista,Promo
2202,2019-04-19 00:20:05,MADRID,PONFERRADA,2019-05-05 22:14:00,2019-05-06 04:31:00,TRENHOTEL,45.8,Turista,Flexible
2203,2019-04-21 05:01:42,MADRID,VALENCIA,2019-04-22 17:48:00,2019-04-22 21:58:00,INTERCITY,42.9,Turista,Flexible
2204,2019-04-14 19:32:49,MADRID,VALENCIA,2019-06-02 17:48:00,2019-06-02 21:58:00,INTERCITY,30.9,Turista Plus,Promo
2205,2019-04-16 11:21:14,SEVILLA,MADRID,2019-05-10 07:40:00,2019-05-10 10:05:00,AVE,76.3,Turista,Flexible
2206,2019-04-16 07:16:07,VALENCIA,MADRID,2019-05-29 14:10:00,2019-05-29 15:48:00,AVE,33.65,Turista,Promo
2207,2019-05-07 07:16:43,BARCELONA,MADRID,2019-06-19 12:50:00,2019-06-19 15:45:00,AVE-TGV,66.75,Turista,Promo
2208,2019-04-16 20:32:17,MADRID,SEVILLA,2019-05-19 08:30:00,2019-05-19 11:14:00,ALVIA,,Turista,Flexible
2209,2019-04-14 13:17:34,MADRID,VALENCIA,2019-04-30 06:08:00,2019-04-30 12:55:00,REGIONAL,28.35,Turista,Adulto ida
2210,2019-04-19 18:00:52,MADRID,VALENCIA,2019-04-25 15:30:00,2019-04-25 22:31:00,AVE-MD,,Preferente,Promo
2211,2019-04-16 13:07:35,MADRID,BARCELONA,2019-05-18 15:30:00,2019-05-18 18:40:00,AVE,86.8,Preferente,Promo
2212,2019-04-22 16:08:15,BARCELONA,MADRID,2019-05-28 08:25:00,2019-05-28 10:55:00,AVE,100.4,Turista,Promo
2213,2019-04-30 17:12:25,VALENCIA,MADRID,2019-05-06 21:05:00,2019-05-06 23:32:00,INTERCITY,29.9,Turista,Promo
2214,2019-04-13 04:12:46,MADRID,VALENCIA,2019-05-01 15:40:00,2019-05-01 17:22:00,AVE,,Turista,Promo
2215,2019-04-30 03:20:30,MADRID,PONFERRADA,2019-05-19 17:30:00,2019-05-19 21:33:00,ALVIA,55.8,Turista,Flexible
2216,2019-04-25 11:13:36,VALENCIA,MADRID,2019-05-21 21:05:00,2019-05-21 23:32:00,INTERCITY,29.9,Turista,Promo
2217,2019-05-07 01:19:40,BARCELONA,MADRID,2019-05-27 06:25:00,2019-05-27 08:55:00,AVE,68.65,Turista,Promo
2218,2019-04-28 03:46:10,MADRID,VALENCIA,2019-05-05 17:48:00,2019-05-05 21:58:00,INTERCITY,36.05,Turista Plus,Promo
2219,2019-04-22 01:00:56,MADRID,SEVILLA,2019-05-27 11:05:00,2019-05-27 13:41:00,ALVIA,,Turista,Promo
2220,2019-04-23 07:06:22,SEVILLA,MADRID,2019-04-24 07:40:00,2019-04-24 10:05:00,AVE,76.3,Turista,Flexible
2221,2019-04-13 06:27:48,MADRID,VALENCIA,2019-04-15 17:48:00,2019-04-15 21:58:00,INTERCITY,,Turista Plus,Promo
2222,2019-04-18 06:10:55,BARCELONA,MADRID,2019-05-31 13:25:00,2019-05-31 16:10:00,AVE,85.1,Turista,Promo
2223,2019-04-15 03:01:44,MADRID,BARCELONA,2019-04-23 14:30:00,2019-04-23 17:21:00,AVE,107.7,Turista,Flexible
2224,2019-04-18 12:05:03,MADRID,SEVILLA,2019-05-03 14:00:00,2019-05-03 16:32:00,AVE,69.4,Preferente,Promo
2225,2019-04-16 17:10:19,MADRID,VALENCIA,2019-04-21 16:45:00,2019-04-21 18:50:00,ALVIA,35.5,Turista,Promo
2226,2019-04-22 04:37:58,MADRID,VALENCIA,2019-05-27 12:21:00,2019-05-27 19:04:00,REGIONAL,28.35,Turista,Adulto ida
2227,2019-04-16 04:23:19,SEVILLA,MADRID,2019-05-28 06:45:00,2019-05-28 09:15:00,AVE,76.3,Turista,Flexible
2228,2019-04-13 08:02:46,MADRID,BARCELONA,2019-06-02 14:30:00,2019-06-02 17:21:00,AVE,,Turista Plus,Promo
2229,2019-04-13 07:29:38,MADRID,VALENCIA,2019-05-22 16:55:00,2019-05-22 21:58:00,AVE-LD,,Turista con enlace,Promo
2230,2019-04-20 17:38:10,VALENCIA,MADRID,2019-05-07 19:10:00,2019-05-07 20:50:00,AVE,27.8,Turista,Promo
2231,2019-04-23 08:44:06,MADRID,BARCELONA,2019-05-16 19:00:00,2019-05-16 21:30:00,AVE,82.35,Turista Plus,Promo
2232,2019-04-26 05:34:48,MADRID,BARCELONA,2019-05-03 12:30:00,2019-05-03 15:30:00,AVE,107.7,Turista,Flexible
2233,2019-04-21 02:07:26,SEVILLA,MADRID,2019-05-29 20:36:00,2019-05-29 23:14:00,ALVIA,67.2,Turista,Flexible
2234,2019-04-23 07:06:07,SEVILLA,MADRID,2019-05-04 09:40:00,2019-05-04 12:23:00,AVE,76.3,Turista,Flexible
2235,2019-04-15 10:43:46,MADRID,SEVILLA,2019-05-02 19:00:00,2019-05-02 21:38:00,AVE,69.4,Preferente,Promo
2236,2019-04-16 03:09:29,MADRID,BARCELONA,2019-05-15 12:30:00,2019-05-15 15:30:00,AVE,85.1,Turista,Promo
2237,2019-04-27 03:15:15,SEVILLA,MADRID,2019-05-21 14:45:00,2019-05-21 17:15:00,AVE,47.3,Turista,Promo
2238,2019-04-16 10:18:19,MADRID,VALENCIA,2019-05-23 09:10:00,2019-05-23 10:58:00,AVE,51.15,Turista,Promo
2239,2019-04-16 19:33:17,MADRID,SEVILLA,2019-05-16 13:00:00,2019-05-16 15:40:00,AVE,53.4,Turista,Promo
2240,2019-04-12 17:24:47,MADRID,SEVILLA,2019-05-30 20:00:00,2019-05-30 22:21:00,AVE,,Turista Plus,Promo
2241,2019-04-16 19:46:45,SEVILLA,MADRID,2019-05-24 21:00:00,2019-05-24 23:52:00,AV City,49.15,Turista,Promo
2242,2019-04-20 17:07:10,BARCELONA,MADRID,2019-06-01 11:00:00,2019-06-01 13:45:00,AVE,85.1,Turista,Promo
2243,2019-04-20 03:44:25,SEVILLA,MADRID,2019-04-24 19:15:00,2019-04-24 21:36:00,AVE,53.4,Turista,Promo
2244,2019-04-19 22:22:27,BARCELONA,MADRID,2019-05-23 07:00:00,2019-05-23 09:30:00,AVE,88.95,Turista,Promo
2245,2019-05-03 15:12:43,MADRID,BARCELONA,2019-05-04 18:30:00,2019-05-04 21:20:00,AVE,66.75,Turista,Promo
2246,2019-04-21 01:41:15,MADRID,VALENCIA,2019-05-11 08:00:00,2019-05-11 14:10:00,REGIONAL,28.35,Turista,Adulto ida
2247,2019-04-12 13:15:37,MADRID,BARCELONA,2019-05-06 05:50:00,2019-05-06 08:55:00,AVE,,Turista,Promo
2248,2019-04-13 08:28:51,MADRID,VALENCIA,2019-05-18 19:40:00,2019-05-18 21:29:00,AVE,,Turista,Promo
2249,2019-04-24 17:04:03,BARCELONA,MADRID,2019-05-20 06:40:00,2019-05-20 09:25:00,AVE,66.75,Turista,Promo
2250,2019-05-08 21:49:29,BARCELONA,MADRID,2019-07-01 07:00:00,2019-07-01 09:30:00,AVE,100.4,Turista,Promo
2251,2019-05-07 13:32:23,SEVILLA,MADRID,2019-05-08 16:45:00,2019-05-08 19:17:00,AVE,76.3,Turista,Flexible
2252,2019-04-18 10:23:17,SEVILLA,MADRID,2019-05-29 07:40:00,2019-05-29 10:05:00,AVE,76.3,Turista,Flexible
2253,2019-04-28 13:10:50,MADRID,BARCELONA,2019-05-19 08:30:00,2019-05-19 11:15:00,AVE,85.1,Turista,Promo
2254,2019-04-23 13:09:08,MADRID,SEVILLA,2019-05-10 18:35:00,2019-05-10 21:08:00,ALVIA,,Turista,Flexible
2255,2019-04-23 03:13:52,SEVILLA,MADRID,2019-05-31 08:35:00,2019-05-31 15:26:00,LD-MD,34.35,Turista con enlace,Promo +
2256,2019-04-23 16:03:05,MADRID,SEVILLA,2019-05-09 11:00:00,2019-05-09 13:32:00,AVE,76.3,Turista,Flexible
2257,2019-05-05 17:33:22,MADRID,SEVILLA,2019-05-27 16:00:00,2019-05-27 18:30:00,AVE,53.4,Turista,Promo
2258,2019-04-29 07:17:27,VALENCIA,MADRID,2019-05-30 20:15:00,2019-05-30 21:55:00,AVE,39.45,Turista,Promo
2259,2019-04-20 14:05:40,MADRID,SEVILLA,2019-05-05 14:00:00,2019-05-05 16:32:00,AVE,53.4,Turista,Promo
2260,2019-04-13 19:09:08,SEVILLA,MADRID,2019-05-28 14:58:00,2019-05-28 17:50:00,ALVIA,47.05,Turista,Promo
2261,2019-04-23 12:23:19,MADRID,SEVILLA,2019-05-11 21:25:00,2019-05-12 00:10:00,AV City,52.2,Turista Plus,Promo
2262,2019-05-09 19:44:58,MADRID,BARCELONA,2019-06-14 19:00:00,2019-06-14 21:30:00,AVE,100.4,Turista,Promo
2263,2019-04-21 12:45:10,SEVILLA,MADRID,2019-05-04 08:45:00,2019-05-04 11:15:00,AVE,76.3,Turista,Flexible
2264,2019-04-27 05:40:45,PONFERRADA,MADRID,2019-05-24 11:28:00,2019-05-24 16:00:00,LD,57.0,Turista con enlace,Flexible
2265,2019-04-21 06:37:57,MADRID,BARCELONA,2019-04-22 14:30:00,2019-04-22 17:21:00,AVE,107.7,Turista,Flexible
2266,2019-04-26 21:18:28,BARCELONA,MADRID,2019-05-22 10:00:00,2019-05-22 13:10:00,AVE,85.1,Turista,Promo
2267,2019-04-18 05:09:15,SEVILLA,MADRID,2019-05-23 08:45:00,2019-05-23 11:15:00,AVE,69.4,Preferente,Promo
2268,2019-04-28 01:42:39,MADRID,VALENCIA,2019-05-26 11:55:00,2019-05-26 13:35:00,AVE,66.55,Preferente,Promo
2269,2019-04-23 01:34:59,MADRID,VALENCIA,2019-05-29 11:55:00,2019-05-29 13:35:00,AVE,21.95,Turista,Promo
2270,2019-04-23 12:34:30,SEVILLA,MADRID,2019-05-14 09:40:00,2019-05-14 12:23:00,AVE,69.4,Preferente,Promo
2271,2019-04-21 16:38:00,MADRID,BARCELONA,2019-05-16 08:30:00,2019-05-16 11:15:00,AVE,85.1,Turista,Promo
2272,2019-04-30 17:45:28,MADRID,BARCELONA,2019-05-20 17:00:00,2019-05-20 19:30:00,AVE,88.95,Turista,Promo
2273,2019-04-17 07:21:49,MADRID,SEVILLA,2019-05-05 18:35:00,2019-05-05 21:08:00,ALVIA,,Preferente,Promo
2274,2019-04-28 09:14:08,MADRID,BARCELONA,2019-05-31 18:30:00,2019-05-31 21:20:00,AVE,98.0,Preferente,Promo
2275,2019-04-18 03:50:43,MADRID,SEVILLA,2019-05-17 13:30:00,2019-05-17 16:05:00,ALVIA,,Preferente,Promo
2276,2019-04-21 16:46:00,BARCELONA,MADRID,2019-04-30 09:00:00,2019-04-30 11:45:00,AVE,85.1,Turista,Promo
2277,2019-04-22 08:46:17,BARCELONA,MADRID,2019-04-29 05:50:00,2019-04-29 08:20:00,AVE,58.15,Turista,Promo
2278,2019-04-18 20:14:35,BARCELONA,MADRID,2019-04-22 13:25:00,2019-04-22 16:10:00,AVE,107.7,Turista,Flexible
2279,2019-04-12 19:00:17,MADRID,SEVILLA,2019-05-31 10:00:00,2019-05-31 12:32:00,AVE,,Preferente,Promo
2280,2019-04-29 11:24:17,VALENCIA,MADRID,2019-05-25 14:10:00,2019-05-25 15:48:00,AVE,33.65,Turista,Promo
2281,2019-04-27 03:33:09,MADRID,SEVILLA,2019-05-18 10:00:00,2019-05-18 12:32:00,AVE,76.3,Turista,Flexible
2282,2019-04-22 08:13:59,SEVILLA,MADRID,2019-05-18 09:50:00,2019-05-18 12:36:00,ALVIA,,Turista,Promo
2283,2019-04-24 21:11:42,BARCELONA,MADRID,2019-05-10 21:00:00,2019-05-11 00:02:00,AVE,58.15,Turista,Promo
2284,2019-05-06 19:19:52,BARCELONA,MADRID,2019-05-22 07:00:00,2019-05-22 09:30:00,AVE,78.8,Turista,Promo
2285,2019-04-20 17:33:36,VALENCIA,MADRID,2019-04-27 17:10:00,2019-04-27 18:50:00,AVE,51.15,Turista,Promo
2286,2019-04-21 14:44:23,MADRID,BARCELONA,2019-05-13 06:10:00,2019-05-13 08:40:00,AVE,80.15,Turista Plus,Promo
